code,food_group,reference,food_item_name,moisture_g,energy_kcal,energy_kj,nitrogen_g,protein_g,fat_g,safa_g,mufa_g,pufa_g,cholesterol_mg,carbohydrate_total_g,carbohydrate_available_g,total_sugar_g,added_sugar_g,fiber_g,starch_g,ash_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mcg,iodine_mcg,selenium_mcg,vitamin_a_rae_mcg,vitamin_a_re_mcg,thiamin_mg,riboflavin_mg,niacin_mg,vitamin_b6_mg,folate_mcg,vitamin_b12_mcg,pantothenate_mg,biotin_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,phytate_mg,data_quality_flags
MW03_0053,Animal,R26,"Lake flies stew, (Nkhungu zotendera)",48.1,304,1267,3.47,21.8,19.7,0.21,0.40,1.36,0,9.9,5.3,,0.00,4.6,,2.1,127,2.8,66,317,259,3,1.43,0.95,0,0.08,3.0,8,0,0.21,0.04,4.2,0.176,27,0.0,0.00,,3,0.00,3.97,,added_sugar_g:assumed
MW03_0054,Animal,23,"Lake flies, dry, roasted, Chaoborus edulis, (Nkhungu zokazinga)",1.1,501,2101,10.70,67.2,21.9,,,,,8.7,0.0,0.00,0.00,8.7,0.00,6.1,38,0.9,,942,,,,,,,,,,,,,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0055,Animal,R25,"Lake sardine stew, with groundnut flour, (Usipa wotendera)",48.3,250,1047,5.00,31.2,11.6,0.13,0.25,0.84,,5.2,3.4,,0.00,1.7,,4.0,737,5.6,104,736,675,101,11.76,1.13,484,0.2,2.7,36,0,0.14,0.32,14.0,1.324,20,14.8,0.00,,4,0.00,3.16,,added_sugar_g:assumed
MW03_0056,Animal,R54,"Lamb, meat, roast, (Nyama ya nkhosa yootcha)",44.5,362,1500,3.72,23.2,29.9,,,,,0.0,0.0,0.00,0.00,0.0,0.00,1.4,14,3.0,31,210,335,107,4.69,0.15,,,,11,,0.13,0.27,3.9,0.423,2,2.9,,,0,0.42,0.30,,fiber_g:assumed;starch_g:assumed
MW03_0057,Animal,WA,"Locust, raw, (Dzombe)",76.7,105,443,2.24,14.0,3.3,,,,,4.9,0.9,0.00,0.00,4.0,,1.1,28,3.0,22,150,217,32,3.50,0.87,,,,,,0.19,0.57,6.7,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;phytate_mg:assumed
MW03_0058,Animal,9,"Locust, roasted, (Dzombe lokazinga)",50.0,226,952,4.81,30.0,7.1,,,,,10.5,1.9,0.00,0.00,8.6,0.00,2.4,90,6.4,62,424,545,55,8.40,3.00,1460,,,,,0.41,1.32,14.4,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0059,Animal,20,"Milk, cow, whole, fresh, (Mkaka wa ng'ombe wa madzi)",87.9,67,277,0.46,2.9,4.2,,,,,4.4,4.4,0.00,0.00,0.0,0.00,0.7,120,0.1,12,90,136,65,0.38,,,,,44,,0.02,0.16,0.1,0.040,5,0.4,,,1,,0.07,0.00,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0060,Animal,ZA,"Milk, powder, full fat, vitamin A, D and Fe enriched, (Mkaka ng'ombe wa ufa)",3.0,504,2109,4.03,25.7,28.0,17.55,8.31,0.70,97,37.4,37.4,,0.00,0.0,,5.7,930,6.0,85,750,1200,350,3.34,0.08,40,,,,450,0.23,1.40,0.6,0.302,37,1.8,2.00,13.9,9,10.00,1.08,,
MW03_0061,Animal,R35,"Milkshake, banana",82.6,81,342,0.38,2.4,3.0,,,,,11.2,10.6,,0.85,0.6,,0.7,88,0.2,17,71,201,46,0.33,0.02,189,,,32,0,0.03,0.13,0.2,0.130,8,0.3,,,2,0.00,0.16,,added_sugar_g:low_confidence
MW03_0062,Animal,R56,"Mutton stew, (Nyama ya nkhosa yokazingira)",77.4,125,522,0.90,5.8,8.2,0.21,0.38,1.30,,7.1,6.2,,0.00,1.0,,0.6,128,3.1,33,63,216,27,2.02,0.78,35,0.63,2.3,10,288,0.07,0.07,1.2,0.152,48,0.6,0.06,0.2,5,0.09,1.03,,added_sugar_g:assumed
MW03_0063,Animal,WA,"Mutton, meat, ~20% fat, raw, (Nyama ya Nkhosa)",60.6,257,1065,2.64,16.5,21.2,,,,,0.0,0.0,0.00,0.00,0.0,0.00,1.0,10,2.1,22,149,250,76,3.33,0.11,,,,10,,0.13,0.19,3.5,0.400,2,2.9,,,0,0.30,0.21,,
MW03_0064,Animal,WA,"Pork, meat, ~20% fat, raw, Sus Scrofa domesticus, (Nyama ya nkhumba)",60.1,265,1100,2.67,16.8,22.0,,,,,0.0,0.0,0.00,0.00,0.0,0.00,1.1,10,1.4,20,170,301,68,3.60,0.10,,,,0,,0.72,0.22,3.8,0.320,2,0.8,,,0,0.70,0.10,,
MW03_0065,Animal,19,"Quail, breast, raw, Coturnix japonica, (Chinziri)",72.5,121,508,3.39,21.2,4.0,0.84,0.82,0.75,56,0.0,0.0,0.00,0.00,0.0,0.00,1.9,10,2.2,27,221,252,53,2.62,,,,,11,,0.23,0.24,8.0,0.514,4,0.6,,,5,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:low_confidence;starch_g:assumed;phytate_mg:assumed
MW03_0066,Animal,R55,"Rabbit stew, (Nyama ya kalulu yokazingira)",63.2,181,758,3.94,24.6,7.7,0.13,0.26,0.86,,3.1,3.0,,0.00,0.1,,1.3,74,1.8,47,260,417,84,2.23,0.25,,,0.2,21,0,0.11,0.21,8.3,0.482,5,7.7,,,0,,1.43,,
MW03_0067,Animal,WA,"Rabbit, meat, raw, Oryctolagus cuniculus, (Nyama ya kalulu)",72.7,130,545,3.46,21.6,4.8,,,,,0.0,0.0,0.00,0.00,0.0,0.00,1.0,16,1.2,27,212,351,60,1.70,0.15,,,,10,,0.11,0.15,9.5,0.570,5,10.0,,,0,0.00,0.80,,
MW03_0068,Animal,R20C,"Samoosa, beef filling, fried, (Samusa wa nyama ya ng'ombe wokazinga)",64.4,180,750,2.54,15.9,11.2,1.03,1.96,6.60,0,3.8,3.3,0.00,0.00,0.4,0.00,1.3,95,7.0,73,132,295,38,2.44,0.42,,0.5,0.9,,0,0.04,0.14,4.4,0.161,5,0.9,,,1,0.31,4.31,0.18,total_sugar_g:assumed;added_sugar_g:assumed;starch_g:assumed
MW03_0069,Animal,23,"Termites, dry, Macrotermes subhyanlinus, (Ngumbi)",2.9,627,2605,6.56,41.0,48.2,,,,,7.3,0.0,0.00,0.00,7.3,0.00,4.1,8,5.8,,478,,,,,,,,,,,,,,,,,,,,,0.00,moisture_g:low_confidence;total_sugar_g:assumed;added_sugar_g:assumed;starch_g:assumed;phytate_mg:assumed
MW04_0001,Vegetables,9,"Bean, lima, green, fresh, Phaseolus lunatus, (Kabaifa/Kamumpanda)",66.0,132,561,1.26,7.8,1.0,,,,0,23.1,17.5,0.00,0.00,5.6,,2.2,29,3.6,66,161,660,17,1.30,0.30,700,,2.1,11,,0.25,0.12,1.7,0.232,,0.0,0.28,,27,0.00,0.37,,cholesterol_mg:assumed;total_sugar_g:assumed;added_sugar_g:assumed
MW04_0002,Vegetables,R14,"Black jack leaves stew, with ground- nut flour, (Chisoso chotendela)",80.1,109,457,0.94,5.9,6.9,,,,0,6.0,3.2,,0.00,2.8,,1.5,582,9.3,203,76,317,111,3.32,1.32,7057,0.44,3.2,7,270,0.14,0.07,1.6,0.201,91,0.0,0.03,0.0,7,0.00,2.11,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW04_0003,Vegetables,9,"Cabbage, Chinese, boiled, Brassica chinensis, (Chayinizi)",95.0,19,80,0.13,0.8,0.1,,,,0,3.6,2.0,,0.00,1.6,,0.5,84,0.3,15,22,167,9,0.60,0.06,200,,,,8,0.02,0.02,0.5,0.049,13,0.0,0.09,4.3,38,0.00,0.00,,cholesterol_mg:assumed;added_sugar_g:assumed
MW04_0004,Vegetables,10,"Cabbage, raw, (Kabichi)",92.2,32,136,0.23,1.4,0.1,,,,0,6.3,4.2,,0.00,2.2,,0.6,1019,41.3,424,31,167,28,3.53,2.03,,,7.8,,7,0.04,0.02,0.3,0.077,15,0.0,0.15,4.6,29,0.00,0.24,,cholesterol_mg:assumed;added_sugar_g:assumed
MW04_0005,Vegetables,ZA,"Carrot, with skin, raw, (Kaloti)",89.2,40,170,0.14,0.9,0.0,,,,0,9.1,6.4,,0.00,2.7,,0.8,24,0.6,10,23,242,24,0.35,0.02,110,,,,3250,0.03,0.12,0.6,0.060,10,0.0,0.07,2.4,4,0.00,0.39,,
MW04_0006,Vegetables,R46,"Eggplant fritters, (Mabilinganya okazinga)",78.0,93,394,0.72,3.2,1.9,,,,,15.6,14.5,,2.17,1.1,2.80,0.9,44,1.6,15,60,299,24,0.27,0.00,0,0.00,0.00,,,0.07,0.10,0.5,0.085,21,0.2,0.00,0.5,6,,0.24,0.00,added_sugar_g:low_confidence
MW04_0007,Vegetables,9,"Eggplant, raw, (Mabilinganya)",90.0,39,164,0.16,1.0,0.2,0.00,0.00,0.00,0,8.2,6.9,,0.00,1.3,,0.6,14,1.3,14,26,350,4,0.16,,,,,6,,0.05,0.05,0.5,0.100,29,0.0,,,9.00,0.00,0.30,,cholesterol_mg:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW04_0008,Vegetables,10,"Green beans, raw, (Zitheba)",89.7,38,162,0.34,2.1,0.1,0.02,0.00,0.05,0,7.2,3.8,,0.00,3.4,,0.8,51,1.3,24,45,265,5,0.36,0.11,250,,,,36,0.07,0.06,0.8,0.070,23,0.0,0.17,6.1,9,0.00,0.00,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW04_0009,Vegetables,10,"Green pepper, raw, (Gilini pepa)",94.6,24,102,0.14,0.9,0.1,0.01,0.01,0.05,0,4.9,3.1,,0.00,1.8,,0.4,7,0.9,10,23,177,6,0.24,0.17,120,,,,36,0.04,0.02,0.6,0.171,5,0.0,0.13,5.1,77,0.00,0.04,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW04_0010,Vegetables,9,"Leaves, amaranth, boiled, Ama- ranthus thunbergii, (Bonongwe wowilitsa)",84.0,57,243,0.91,5.7,0.4,,,,0,7.8,6.0,,0.00,1.9,,2.7,372,6.1,135,68,443,24,1.30,0.10,1888,,,283,,0.04,0.29,0.7,0.161,52,0.0,,,24,0.00,0.31,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed
MW04_0011,Vegetables,WA,"Leaves, amaranth, raw, (Bonongwe)",87.8,42,178,0.61,3.8,0.3,,,,0,6.0,4.6,,0.00,1.4,,2.1,2350,66.7,1350,58,602,13,5.28,1.02,,,7.6,241,,0.04,0.33,0.9,0.190,79,0.0,,,45,0.00,0.24,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW04_0012,Vegetables,19,"Leaves, black jack, raw, (Chisoso)",88.0,40,170,0.80,5.0,0.6,,,,0,3.7,0.8,,0.00,2.9,,2.8,1270,18.4,435,5,365,290,5.69,1.52,21000,,3.1,,776,0.06,0.14,0.6,0.278,277,0.0,0.10,0.1,18,0.00,1.19,,cholesterol_mg:assumed;added_sugar_g:assumed
MW04_0013,Vegetables,9,"Leaves, cassava, boiled, Manihot esculenta, (Ntapasha/Chigwada chowilitsa)",78.0,85,360,0.98,6.1,0.7,,,,0,13.5,10.6,,0.00,3.0,,1.5,178,3.4,75,94,304,13,1.20,0.05,920,,,211,,0.13,0.24,0.9,0.163,48,0.0,,,12,0.00,1.97,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed
MW04_0014,Vegetables,WA,"Leaves, cassava, raw, (Ntapasha/ Chigwada)",73.2,104,441,1.20,7.5,0.9,,,,0,16.5,12.9,,0.00,3.6,,1.8,276,5.5,58,106,605,6,0.69,0.16,,,,286,,0.25,0.46,1.6,0.300,118,0.0,,,39,0.00,2.40,,cholesterol_mg:assumed;added_sugar_g:assumed
MW04_0015,Vegetables,18,"Leaves, cat's whiskers, raw, Cleome gynadra, (Luni)",82.0,45,189,0.76,4.8,1.1,,,,0,3.9,2.0,,0.00,1.9,,6.1,2210,35.7,91,14,574,23,2.60,0.50,1918,,,,1436,0.12,0.14,1.6,0.416,415,0.0,0.14,0.1,265,0.00,2.99,,cholesterol_mg:assumed;added_sugar_g:assumed
MW04_0016,Vegetables,21,"Leaves, jews mallow, raw, Corchorus trilocularis, (Denje)",77.3,79,335,0.66,4.1,0.4,,,,0,14.7,12.1,,0.00,2.7,,3.1,495,8.1,77,162,580,8,0.58,0.24,,,,346,,0.2,0.70,1.6,0.398,157,0.0,,,38,0.00,1.05,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW04_0017,Vegetables,9,"Leaves, okra, boiled, Abelmoschus esculentus, (Thelele lowilitsa)",79.0,77,326,0.65,4.1,0.4,,,,0,14.2,6.7,,0.00,7.5,,2.5,514,0.7,74,116,317,23,1.80,0.20,2470,,,77,,0.16,0.41,0.1,0.304,90,0.0,,,22,0.00,1.12,,cholesterol_mg:assumed;added_sugar_g:assumed
MW04_0018,Vegetables,9,"Leaves, pumpkin, boiled, Cucurbita maxima, (Nkhwani wowilitsa)",89.0,47,199,0.84,5.2,1.1,,,,0,4.1,1.3,,0.00,2.9,,0.5,142,2.2,75,82,170,10,0.70,0.20,1230,,,485,,0.00,0.11,,,47,0.0,,,0,0.00,2.17,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW04_0019,Vegetables,10,"Leaves, pumpkin, raw, (Nkhwani)",92.9,27,114,0.32,2.0,0.2,,,,0,4.2,3.2,,0.00,1.0,,0.6,1980,131.7,726,55,230,6,4.08,0.97,,,11.0,126,,0.05,0.07,0.5,0.111,32,0.0,,,23,0.00,4.54,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW04_0020,Vegetables,10,"Leaves, rape, raw, (Lepu)",89.7,37,158,0.24,1.5,0.3,,,,0,7.1,3.9,,0.00,3.2,,1.4,1990,30.8,425,42,296,40,5.91,0.73,,,8.2,579,,0.07,0.10,0.60,0.263,194,0.0,,,60,0.00,2.86,,cholesterol_mg:assumed;added_sugar_g:assumed;phosphorus_mg:low_confidence;vitamin_d_mcg:assumed
MW04_0021,Vegetables,21,"Leaves, roselle, raw, Hibiscus subdaiffa, (Chidede)",83.6,54,228,0.27,1.7,0.2,,,,0,11.2,5.1,,0.00,6.2,,1.7,241,12.3,72,80,539,7,1.11,0.22,,,,265,,0.21,0.56,1.5,0.370,144,0.0,,,41,0.00,2.34,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW04_0022,Vegetables,R47,"Mushroom stew, with groundnut flour, (Bowa wotendera)",79.7,110,461,0.84,5.3,6.5,,,,0,7.8,5.9,,0.00,1.9,,0.9,156,3.4,50,127,383,13,1.85,1.12,177,0.21,4.0,11,0,0.16,0.17,3.5,0.152,27,0.00,0.53,0.0,4,0.31,1.64,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed
MW04_0023,Vegetables,16,"Mushroom, indigenous, raw, Cantherellus cibarius, (Bowa wa chiwindi/Malasutwe)",91.5,15,64,0.30,1.9,0.2,,,,,1.4,0.9,,0.00,0.5,,0.9,6,2.0,9,39,381,2,0.58,,,,,17,,0.00,0.19,0.0,,,,,,,,,,added_sugar_g:assumed
MW04_0024,Vegetables,16,"Mushroom, indigenous, raw, Termitomyces letestui, (Bowa wautale)",88.0,22,92,0.62,3.9,0.7,,,,,0.0,0.0,,0.00,0.5,,,6,1.0,9,,,,,,,,,,,,,,,,,,,,,,,added_sugar_g:assumed
MW04_0025,Vegetables,16,"Mushroom, oyster, cultivated, raw, Pleurotus florida, (Bowa wolimidwa)",91.7,30,127,0.37,2.3,0.2,,,,,4.7,4.5,,0.00,0.2,,0.8,3,0.2,8,92,322,14,0.59,0.19,87,,2.0,2,,0.10,0.27,3.8,0.084,29,0.00,0.99,,0,0.54,0.00,,added_sugar_g:assumed
MW04_0026,Vegetables,R38,"Mushroom, relish, (Bowa okazingila)",85.9,84,352,0.26,1.6,5.7,0.56,1.07,3.60,0,6.7,5.7,,0.00,1.0,,0.7,301,5.8,42,57,291,11,2.58,1.98,32,,6.9,22,0,0.06,0.12,1.8,0.095,14,0.0,0.38,,8,0.22,2.55,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed
MW04_0027,Vegetables,16,"Mushroom, white button, cultivated, raw, Agaricus bisporus, (Bowa wolimidwa)",91.6,32,133,0.48,3.0,0.8,,,,,3.1,2.6,,0.00,0.5,,1.0,2,0.2,8,356,96,6,0.58,,,,,0,,0.09,0.45,4.0,0.112,18,0.0,,,2,,0.01,,added_sugar_g:assumed
MW04_0028,Vegetables,R49,"Okra relish, (Thelele lobala lokazingira)",84.7,89,370,0.24,1.5,5.6,0.55,1.04,3.50,0,8.2,5.6,,0.00,2.5,,0.7,313,5.8,56,49,274,9,2.43,1.85,0,,5.7,32,0,0.04,0.05,0.7,0.161,38,0.0,0.01,,19,0.00,2.67,0.00,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed;phytate_mg:assumed
MW04_0029,Vegetables,R48,"Okra stew, (Thelele lobala lokupa)",90.3,39,164,0.30,1.9,0.3,,,,0,7.2,4.8,,0.00,2.4,,0.8,879,48.8,275,59,286,7,2.82,1.5,0,0.41,7.6,68,,0.04,0.07,0.7,0.165,43,0.00,0.01,,23,0.00,1.94,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW04_0030,Vegetables,9,"Okra, raw, Abelmoschus esculentus, (Therere lobala)",84.0,61,260,0.43,2.7,0.3,,,,0,11.9,6.9,,0.00,5.0,,1.1,104,1.3,77,95,382,11,0.94,0.14,,,,41,,0.06,0.13,1.1,0.345,138,0.0,,,44,0.00,0.57,,cholesterol_mg:assumed;added_sugar_g:assumed
MW04_0031,Vegetables,10,"Onion, raw, (Anyezi)",89.1,43,181,0.14,0.9,0.1,,,,0,9.6,8.1,,0.00,1.4,,0.4,307,4.4,184,32,172,14,3.62,1.13,,,3.0,0,,0.03,0.01,0.1,0.115,2,0.0,,,6,0.00,0.02,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW04_0032,Vegetables,ZA,"Peas, raw, Pisum sativum, (Nsawawa zaziwisi)",78.2,88,371,0.88,5.5,0.8,0.14,0.07,0.38,0,14.6,8.3,,0.00,6.3,,0.7,20,1.7,28,83,265,14,0.87,0.17,330,,,,26,0.28,0.08,2.5,0.100,82,0.00,0.38,13.0,27,0.00,0.04,,cholesterol_mg:assumed
MW04_0033,Vegetables,R04,"Pumpkin leaves stew, (Nkhwani wokazingira)",91.7,46,191,0.21,1.3,2.6,0.25,0.47,1.59,0,4.3,3.3,,0.00,1.0,,0.5,1120,67.0,364,36,199,5,3.14,1.53,0,0.19,8.7,71,0,0.03,0.04,0.4,0.082,15,0.0,0.01,,12,0.00,3.37,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW04_0034,Vegetables,9,"Pumpkin, boiled, Cucurbita maxima, (Dzungu lowiritsa)",84.0,60,254,0.32,2.0,0.2,,,,0,12.5,11.1,,0.00,1.5,,1.5,35,2.0,32,44,358,8,0.20,0.10,30,,,189,,0.07,0.04,0.7,0.145,9,0.0,,,10,0.00,2.04,,cholesterol_mg:assumed;added_sugar_g:assumed
MW04_0035,Vegetables,R23,"Tomato soup, (Supu wa tomato)",83.5,101,421,0.24,1.5,6.6,3.22,1.75,0.99,0,8.9,7.3,,0.00,1.6,,0.8,557,11.3,13,35,310,66,3.83,3.86,0,,12.5,116,,0.15,0.16,2.1,0.259,23,0.1,0.02,,16,0.00,1.46,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW04_0036,Vegetables,10,"Tomato, ripe, raw, (Tomato okupsya)",94.5,26,109,0.14,0.9,0.2,,,,0,5.1,3.9,,0.00,1.2,,0.5,433,8.7,2,24,237,5,2.92,3.05,0,,9.9,42,,0.04,0.02,0.6,0.080,15,0.0,0.02,,14,0.00,0.54,,cholesterol_mg:assumed;added_sugar_g:assumed
MW05_0001,Fruits,ZA,"Apple, average, raw, (Apozi)",83.9,63,267,0.03,0.2,0.1,0.02,0.00,0.03,0,15.3,13.0,,0.00,2.3,,0.3,2,0.3,3,7,99,4,0.09,0.07,80,,,,3,0.02,0.06,0.2,0.030,1,0.0,0.09,1.2,5,0.00,0.16,,
MW05_0002,Fruits,9,"Avocado, raw, peeled, Persea americana, (Peyala losenda)",78.0,152,629,0.25,1.6,13.7,,,,0,5.7,1.3,,0.00,4.4,,1.0,7,0.7,14,40,455,9,0.30,0.30,170,,,6,,0.06,0.14,1.7,0.320,33,0.0,,,13,0.00,1.49,,cholesterol_mg:assumed;added_sugar_g:assumed
MW05_0003,Fruits,R64,"Banana, fried, (Nthochi yokazinga)",57.6,213,892,0.38,2.4,9.9,0.97,1.83,6.16,0,28.5,26.7,0.00,0.00,1.8,,0.7,8,0.8,27,34,296,2,0.16,0.06,520,,0.0,2,0,0.06,0.04,0.5,0.263,10,0.0,0.00,0.0,6,0.00,4.17,0.00,cholesterol_mg:assumed;total_sugar_g:assumed;added_sugar_g:assumed
MW05_0004,Fruits,9,"Banana, white fleshed, raw, peeled, Musa paradisiaca, (Nthochi yoyela mkati yokupsya)",72.0,109,464,0.20,1.3,0.2,,,,0,25.5,23.4,,0.00,2.1,,0.8,9,0.3,31,26,391,2,0.20,0.08,740,,,4,,0.04,0.04,0.6,0.360,20,0.0,,,11,0.00,0.39,,cholesterol_mg:assumed;vitamin_b12_mcg:assumed
MW05_0005,Fruits,17,"Baobab, raw, Adansonia digitata, (Malambe)",13.2,349,1478,0.43,2.7,3.7,,,,0,76.1,68.9,,0.00,7.2,,4.3,100,5.0,181,39,2462,16,3.75,0.73,,,,6,,0.39,0.06,2.2,0.021,,0.0,,,258,0.00,,,cholesterol_mg:assumed;added_sugar_g:assumed
MW05_0006,Fruits,USDA,"Custard apple, wild, Annona senegalensis, (Mpoza)",71.5,113,480,0.27,1.7,0.6,,,,0,25.2,22.8,,0.00,2.4,,1.0,30,0.7,18,21,382,4,,,,,,2,,0.08,0.10,0.5,0.221,,0.0,,,19,0.00,,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW05_0007,Fruits,R67,"Fruit salad, fresh, (mango, banana, pineapple & pawpaw)",79.5,80,342,0.13,0.8,0.2,,,,0,18.9,17.2,,0.00,1.7,,0.6,121,1.2,86,16,243,2,0.42,0.46,322,,2.6,54,,0.05,0.03,0.3,0.173,22,0.0,0.02,0.2,19,0.47,0.20,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed
MW05_0008,Fruits,9,"Guavas, Psidium guajava, (Gwafa)",83.0,71,300,0.13,0.8,1.0,,,,0,14.7,7.0,,0.00,7.8,,0.6,7,0.4,18,28,282,7,0.20,0.10,90,,,5,0,0.05,0.02,1.2,0.790,19,0.0,,,341,0.00,0.72,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW05_0009,Fruits,17,"Jakjak fruit, Azanza garckeana, (Matowo)",47.2,201,852,1.01,6.3,0.6,,,,0,42.5,18.6,,0.00,23.9,,3.3,5,4.4,77,78,1383,11,,,,,,,,,,,,,0.0,,,,0.00,,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW05_0010,Fruits,R58,"Juice tamarind, homemade, (Juwisi wa bwemba)",75.3,97,412,0.18,1.1,0.2,0.00,0.00,0.00,0,22.8,18.0,0.00,0.00,4.8,,0.6,43,0.6,21,27,161,3,0.03,0.02,0,1.44,0.0,0,0,0.07,0.04,0.2,0.018,3,0.0,0.00,0.0,1,0.00,0.02,0.00,cholesterol_mg:assumed;total_sugar_g:assumed
MW05_0011,Fruits,R36,"Juice, baobab, homemade, (Juwisi wamalambe)",84.4,63,266,0.03,0.2,0.2,,,,0,14.9,14.5,,10.25,0.4,,0.3,10,0.3,14,2,144,1,0.23,0.05,0,1.32,0.0,0,0,0.02,0.00,0.1,0.001,,0.0,0.00,0.0,10,0.00,,,cholesterol_mg:assumed;added_sugar_g:low_confidence;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW05_0012,Fruits,R51,"Juice, orange, homemade, (Juwisi wa malalanje)",77.8,89,376,0.08,0.5,0.1,0.01,0.01,0.01,0,21.6,19.8,,14.81,1.8,,0.2,19,0.2,6,10,91,1,0.12,0.05,42,0.86,0.0,0,2,0.04,0.01,0.2,0.021,11,0.0,0.14,2.3,27,0.00,0.10,,cholesterol_mg:assumed;added_sugar_g:low_confidence;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW05_0013,Fruits,17,"Jujube, Ziziphus mauritiana, (Masau)",85.2,60,255,0.10,0.6,1.4,,,,0,11.3,10.8,,0.00,0.5,,1.5,20,0.5,8,32,256,6,0.04,0.04,,,,1,,0.01,0.02,0.6,0.050,,0.0,,,39,0.00,,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW05_0014,Fruits,ZA,"Lemon, raw, peeled, (Ndimu losenda)",87.8,49,208,0.11,0.7,0.2,0.03,0.01,0.06,0,11.1,7.0,,0.00,4.1,,0.4,29,0.3,9,16,157,3,0.09,0.12,70,,,,1,0.04,0.01,0.2,0.035,17,0.0,0.24,4.6,57,0.00,0.27,,
MW05_0015,Fruits,USDA,"Loquats, wild, Uapaca kirkiana, (Masuku a mtchire)",86.7,52,221,0.07,0.4,0.2,,,,0,12.1,10.4,,0.00,1.7,,0.5,16,0.3,13,27,266,1,0.05,0.04,148,,0.6,76,,0.02,0.02,0.2,0.100,14,0.0,,,1,0.00,,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW05_0016,Fruits,10,"Mango, ripe, (Mango)",83.5,66,279,0.09,0.5,0.2,,,,0,15.5,14.1,,0.00,1.4,,0.4,114,1.7,95,10,148,1,0.54,0.72,,,4.1,123,,0.05,0.03,0.0,0.063,34,0.0,,,28,0.00,1.01,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW05_0017,Fruits,17,"Medlar, African, raw, Vangueria infausta, (Lokwati)",73.5,106,449,0.24,1.5,0.7,,,,0,23.4,20.7,,0.00,2.7,,0.9,3,7.5,48,22,483,6,0.11,0.08,452,,,,5,0.03,0.03,0.4,0.029,12,0.0,0.11,0.3,0,0.00,0.00,,cholesterol_mg:assumed;added_sugar_g:assumed
MW05_0018,Fruits,ZA,"Orange, raw, peeled, Citrus sinensis, (Lalanje losenda)",86.5,54,228,0.13,0.8,0.1,0.01,0.02,0.02,0,12.4,9.2,,0.00,3.2,,0.4,30,0.3,8,19,176,1,0.22,0.10,85,,,,4,0.08,0.02,0.3,0.040,30,0.0,0.28,4.4,53,0.00,0.19,,
